feature_a,feature_b,coefficient,interaction_effect,abs_interaction_effect
5,13,-0.0013448382294797717,-0.005379352917919087,0.005379352917919087
10,13,-0.001290510390427423,-0.005162041561709692,0.005162041561709692
8,16,-0.0012427514932739497,-0.004971005973095799,0.004971005973095799
3,15,-0.0012391058396958188,-0.004956423358783275,0.004956423358783275
1,15,-0.0012346663188879548,-0.004938665275551819,0.004938665275551819
5,15,-0.001190442256111689,-0.004761769024446756,0.004761769024446756
14,16,-0.0011415529499260585,-0.004566211799704234,0.004566211799704234
13,16,-0.0011303190653195044,-0.004521276261278018,0.004521276261278018
1,13,-0.0011069094212331925,-0.00442763768493277,0.00442763768493277
3,13,-0.0010934912095678533,-0.004373964838271413,0.004373964838271413
14,15,-0.0010560374964058566,-0.004224149985623427,0.004224149985623427
13,14,-0.0006450615416412758,-0.0025802461665651033,0.0025802461665651033
12,15,0.0004780770919608629,0.0019123083678434516,0.0019123083678434516
12,16,-0.000426566153160543,-0.001706264612642172,0.001706264612642172
13,15,-0.00014275519712618479,-0.0005710207885047391,0.0005710207885047391
12,13,1.8425978473082805e-5,7.370391389233122e-5,7.370391389233122e-5
