feature_a,feature_b,coefficient,interaction_effect,abs_interaction_effect
5,18,-0.00016042673194555448,-0.0006417069277822179,0.0006417069277822179
10,12,0.00016005251911315962,0.0006402100764526385,0.0006402100764526385
10,14,0.0001546435337966245,0.000618574135186498,0.000618574135186498
12,14,-0.0001457341897369048,-0.0005829367589476192,0.0005829367589476192
5,9,-0.00013582471086032502,-0.0005432988434413001,0.0005432988434413001
2,18,-0.00012790744011021208,-0.0005116297604408483,0.0005116297604408483
3,15,-0.0001270926897452596,-0.0005083707589810384,0.0005083707589810384
18,19,0.00012479648882596228,0.0004991859553038491,0.0004991859553038491
12,19,-0.00012471845519052352,-0.0004988738207620941,0.0004988738207620941
3,9,0.00012376835554256057,0.0004950734221702423,0.0004950734221702423
1,10,-0.00012296011043894442,-0.0004918404417557777,0.0004918404417557777
12,16,-0.00012185249755042663,-0.0004874099902017065,0.0004874099902017065
12,18,0.00011746525917238557,0.00046986103668954227,0.00046986103668954227
12,15,0.00011536898347891053,0.0004614759339156421,0.0004614759339156421
7,13,0.00011322320330669709,0.00045289281322678836,0.00045289281322678836
9,11,-0.00011300120780128101,-0.00045200483120512404,0.00045200483120512404
7,19,0.00010901117963818205,0.0004360447185527282,0.0004360447185527282
6,11,0.00010899635737565359,0.00043598542950261436,0.00043598542950261436
6,15,-0.00010564002871455204,-0.00042256011485820817,0.00042256011485820817
9,12,0.00010533062783884769,0.00042132251135539077,0.00042132251135539077
8,19,0.00010300617697772338,0.0004120247079108935,0.0004120247079108935
4,18,-0.00010191489598604733,-0.00040765958394418933,0.00040765958394418933
2,11,-0.00010027073397417598,-0.0004010829358967039,0.0004010829358967039
11,12,-0.00010010162707680195,-0.0004004065083072078,0.0004004065083072078
11,13,9.517309656053782e-5,0.0003806923862421513,0.0003806923862421513
11,19,9.279862690142124e-5,0.00037119450760568495,0.00037119450760568495
2,10,-9.003849998429405e-5,-0.0003601539999371762,0.0003601539999371762
5,17,8.884508549250267e-5,0.00035538034197001066,0.00035538034197001066
15,17,-8.819571365187642e-5,-0.0003527828546075057,0.0003527828546075057
11,14,-8.803688086140085e-5,-0.0003521475234456034,0.0003521475234456034
8,15,-8.718256065571087e-5,-0.0003487302426228435,0.0003487302426228435
2,9,-8.572223026043548e-5,-0.0003428889210417419,0.0003428889210417419
3,4,-8.356638539247842e-5,-0.0003342655415699137,0.0003342655415699137
16,18,8.308824846586793e-5,0.0003323529938634717,0.0003323529938634717
9,10,-8.196707874980394e-5,-0.00032786831499921577,0.00032786831499921577
15,19,7.84637764534267e-5,0.0003138551058137068,0.0003138551058137068
1,15,-7.393532148875284e-5,-0.0002957412859550114,0.0002957412859550114
8,12,7.306466029127431e-5,0.00029225864116509724,0.00029225864116509724
14,15,-6.819834418842277e-5,-0.0002727933767536911,0.0002727933767536911
8,16,6.370183570630569e-5,0.00025480734282522276,0.00025480734282522276
7,18,-6.046458423064952e-5,-0.00024185833692259807,0.00024185833692259807
7,16,5.599773232439428e-5,0.00022399092929757712,0.00022399092929757712
11,15,-5.2219244189691955e-5,-0.00020887697675876782,0.00020887697675876782
8,10,4.917293728773028e-5,0.00019669174915092113,0.00019669174915092113
10,19,4.680377703130886e-5,0.00018721510812523545,0.00018721510812523545
10,17,-4.677045461015997e-5,-0.00018708181844063988,0.00018708181844063988
10,13,-4.640786385629373e-5,-0.0001856314554251749,0.0001856314554251749
5,14,-4.196743173473851e-5,-0.00016786972693895403,0.00016786972693895403
7,12,-4.1927667262134943e-5,-0.00016771066904853977,0.00016771066904853977
6,7,4.101714882359329e-5,0.00016406859529437316,0.00016406859529437316
9,15,-4.099880214220367e-5,-0.00016399520856881468,0.00016399520856881468
14,16,-3.925541221200604e-5,-0.00015702164884802416,0.00015702164884802416
7,15,-3.829170730590749e-5,-0.00015316682922362996,0.00015316682922362996
9,17,-3.6742112506763544e-5,-0.00014696845002705418,0.00014696845002705418
15,16,-3.385616508261649e-5,-0.00013542466033046596,0.00013542466033046596
10,15,3.381976382093807e-5,0.00013527905528375227,0.00013527905528375227
8,11,-3.347858994879108e-5,-0.00013391435979516432,0.00013391435979516432
7,14,-3.307138597869243e-5,-0.00013228554391476972,0.00013228554391476972
3,12,3.230016233806919e-5,0.00012920064935227675,0.00012920064935227675
16,17,-3.13974805342121e-5,-0.0001255899221368484,0.0001255899221368484
7,10,-2.8794711334049222e-5,-0.00011517884533619689,0.00011517884533619689
1,18,2.877347771551228e-5,0.00011509391086204912,0.00011509391086204912
17,18,-2.69222970748495e-5,-0.000107689188299398,0.000107689188299398
10,18,-2.6271507004130864e-5,-0.00010508602801652346,0.00010508602801652346
15,18,-2.3350792098645462e-5,-9.340316839458185e-5,9.340316839458185e-5
9,16,2.29323087021471e-5,9.17292348085884e-5,9.17292348085884e-5
11,16,2.2797942683391165e-5,9.119177073356466e-5,9.119177073356466e-5
3,17,-2.1935248178343056e-5,-8.774099271337222e-5,8.774099271337222e-5
1,11,2.1352792436809526e-5,8.54111697472381e-5,8.54111697472381e-5
10,11,-1.064500173037278e-5,-4.258000692149112e-5,4.258000692149112e-5
3,10,9.749665259514134e-6,3.8998661038056536e-5,3.8998661038056536e-5
10,16,7.77771521803469e-6,3.111086087213876e-5,3.111086087213876e-5
6,18,2.7310835046223366e-6,1.0924334018489346e-5,1.0924334018489346e-5
11,18,-2.350149025224374e-6,-9.400596100897496e-6,9.400596100897496e-6
4,17,-3.4328552850685073e-7,-1.373142114027403e-6,1.373142114027403e-6
11,17,-2.790856617508608e-7,-1.1163426470034432e-6,1.1163426470034432e-6
